Combination,Wins,Losses,Total Games,Win Rate
"(""K'Sante"", 'Lillia', 'Smolder', 'Twisted Fate', 'Zac')",1,0,1,1.0
"('Jinx', 'Maokai', 'Ornn', 'Taliyah', 'Yasuo')",1,0,1,1.0
"('Diana', ""Kai'Sa"", 'Pyke', 'Rumble', 'Skarner')",1,0,1,1.0
"('Draven', 'Gragas', 'Hwei', ""Kha'Zix"", 'Maokai')",1,0,1,1.0
"('Aatrox', ""Kai'Sa"", 'Lillia', 'Nautilus', 'Talon')",1,0,1,1.0
"('Jhin', 'LeBlanc', 'Lee Sin', 'Malphite', 'Poppy')",1,0,1,1.0
"('Corki', 'Leona', 'Nidalee', 'Renekton', 'Yone')",1,0,1,1.0
"('Ahri', 'Braum', 'Corki', 'Heimerdinger', 'Nidalee')",1,0,1,1.0
"('Jhin', 'Katarina', 'Kled', 'Viego', 'Zilean')",1,0,1,1.0
"('Aatrox', 'Camille', ""Kai'Sa"", 'Lillia', 'Yone')",1,0,1,1.0
"(""Kai'Sa"", 'Lillia', 'Maokai', 'Qiyana', 'Quinn')",1,0,1,1.0
"('Nautilus', 'Renekton', 'Syndra', 'Taliyah', 'Varus')",1,0,1,1.0
"('Aatrox', 'Ashe', 'Rell', 'Syndra', 'Viego')",1,0,1,1.0
"('Lee Sin', 'Lillia', 'Rakan', 'Yone', 'Zeri')",1,0,1,1.0
"('Aatrox', ""Bel'Veth"", 'Jayce', 'Yuumi', 'Zeri')",1,0,1,1.0
"(""Bel'Veth"", 'Dr. Mundo', ""Kai'Sa"", 'LeBlanc', 'Taliyah')",1,0,1,1.0
"('Akali', ""Bel'Veth"", 'Jayce', 'Jhin', 'Thresh')",1,0,1,1.0
"('Hwei', ""Kai'Sa"", 'Nocturne', 'Sett', 'Shen')",1,0,1,1.0
"('Pyke', 'Rumble', 'Twisted Fate', 'Varus', 'Xin Zhao')",1,0,1,1.0
"('Darius', 'Kalista', 'Sylas', 'Taric', 'Zed')",1,0,1,1.0
"('Ashe', 'Camille', 'Elise', ""K'Sante"", 'LeBlanc')",1,0,1,1.0
"('Jinx', 'Skarner', 'Taliyah', 'Thresh', 'Yasuo')",1,0,1,1.0
"('Irelia', 'Jax', 'Jinx', 'Rakan', 'Rumble')",1,0,1,1.0
"('Ahri', 'Rakan', 'Rumble', 'Samira', 'Urgot')",1,0,1,1.0
"('Corki', 'Elise', 'Katarina', 'Rakan', 'Twisted Fate')",1,0,1,1.0
"('Ahri', 'Braum', 'Gwen', 'Viego', 'Zeri')",1,0,1,1.0
"('Gragas', 'Jayce', 'Jinx', 'Pyke', 'Xin Zhao')",1,0,1,1.0
"('Aurelion Sol', 'Camille', ""Kai'Sa"", 'Kled', 'Viego')",1,0,1,1.0
"('Jinx', 'Olaf', 'Orianna', ""Rek'Sai"", 'Thresh')",1,0,1,1.0
"('Jax', 'Lillia', 'Nasus', 'Rakan', 'Zeri')",1,0,1,1.0
"('Jinx', 'Shen', 'Taliyah', 'Thresh', 'Yone')",1,0,1,1.0
"('Akali', 'Ashe', ""Bel'Veth"", 'Lulu', 'Rumble')",1,0,1,1.0
"('Corki', 'Fiddlesticks', 'Poppy', 'Shen', 'Smolder')",1,0,1,1.0
"('Ashe', 'Hecarim', 'Morgana', 'Shen', 'Sylas')",1,0,1,1.0
"('Gragas', 'Graves', 'Rakan', 'Shen', 'Zeri')",1,0,1,1.0
"('Braum', 'Fiddlesticks', 'Malzahar', 'Shen', 'Zeri')",1,0,1,1.0
"('Jarvan IV', ""Kai'Sa"", 'Rell', 'Shen', 'Sylas')",1,0,1,1.0
"('Ashe', 'LeBlanc', 'Rumble', 'Tryndamere', 'Viego')",1,0,1,1.0
"('Corki', 'Kennen', 'Lee Sin', 'Rell', 'Tryndamere')",1,0,1,1.0
"('Draven', 'Nautilus', 'Taliyah', 'Twisted Fate', 'Zed')",1,0,1,1.0
"('Ashe', 'Hwei', 'Lillia', 'Rell', 'Tryndamere')",1,0,1,1.0
"('Caitlyn', 'Sejuani', 'Thresh', 'Tryndamere', 'Zyra')",1,0,1,1.0
"('Ahri', 'Braum', 'Tryndamere', 'Varus', 'Viego')",1,0,1,1.0
"('Ahri', 'Caitlyn', 'Seraphine', 'Taliyah', 'Tryndamere')",1,0,1,1.0
"('Corki', 'Jarvan IV', 'Senna', 'Tryndamere', 'Twisted Fate')",1,0,1,1.0
"('Graves', 'Jinx', 'LeBlanc', 'Thresh', 'Tryndamere')",1,0,1,1.0
"('Ashe', 'Corki', 'LeBlanc', 'Lee Sin', 'Tryndamere')",1,0,1,1.0
"('Graves', 'Lucian', 'Rakan', 'Tryndamere', 'Zoe')",1,0,1,1.0
"('Lillia', 'Miss Fortune', 'Tryndamere', 'Yuumi', 'Zilean')",1,0,1,1.0
"('Diana', ""Kai'Sa"", 'Nautilus', 'Tryndamere', 'Viego')",1,0,1,1.0
"('Corki', 'Hwei', 'Rell', 'Tryndamere', 'Viego')",1,0,1,1.0
"('Akali', 'Kalista', 'Neeko', 'Tryndamere', 'Wukong')",1,0,1,1.0
"('Ashe', ""Kai'Sa"", 'Master Yi', 'Orianna', 'Tryndamere')",1,0,1,1.0
"('LeBlanc', 'Lucian', 'Pyke', 'Tryndamere', 'Wukong')",1,0,1,1.0
"('Graves', 'Orianna', 'Rakan', 'Tristana', 'Tryndamere')",1,0,1,1.0
"('Hwei', 'Nautilus', 'Nidalee', 'Tryndamere', 'Varus')",1,0,1,1.0
"('Hwei', 'Jinx', ""Kha'Zix"", 'Tryndamere', 'Zyra')",1,0,1,1.0
"(""Kai'Sa"", 'LeBlanc', 'Lee Sin', 'Pyke', 'Tryndamere')",1,0,1,1.0
"(""Kai'Sa"", 'Rakan', 'Tryndamere', 'Vi', 'Zoe')",1,0,1,1.0
"('Draven', 'Hecarim', 'Shen', 'Thresh', 'Zoe')",1,0,1,1.0
"('Brand', 'Camille', 'Hwei', ""Kai'Sa"", 'Nautilus')",1,0,1,1.0
"(""Bel'Veth"", 'Galio', 'Jax', 'Smolder', 'Zoe')",1,0,1,1.0
"('Camille', 'Hwei', 'Rakan', 'Skarner', 'Twitch')",1,0,1,1.0
"('Diana', 'Jayce', 'Qiyana', 'Rell', 'Samira')",1,0,1,1.0
"('Aphelios', 'Blitzcrank', 'Jax', 'Syndra', 'Viego')",1,0,1,1.0
"('Camille', 'Galio', 'Jinx', ""K'Sante"", 'Kindred')",1,0,1,1.0
"('Akshan', 'Ekko', 'Irelia', ""Kai'Sa"", 'Rakan')",1,0,1,1.0
"('Hwei', ""Kai'Sa"", 'Nidalee', 'Rell', 'Renekton')",1,0,1,1.0
"('Aatrox', 'Ekko', 'Hwei', 'Taric', 'Zeri')",1,0,1,1.0
"('Jax', 'Kindred', 'Rell', 'Taliyah', 'Varus')",1,0,1,1.0
"('Hecarim', 'Kled', 'LeBlanc', 'Nautilus', 'Varus')",1,0,1,1.0
"('Ashe', 'Skarner', 'Tryndamere', 'Urgot', 'Varus')",1,0,1,1.0
"('Cassiopeia', ""K'Sante"", ""Kai'Sa"", 'Kindred', 'Seraphine')",1,0,1,1.0
"('Lillia', 'Rell', 'Twisted Fate', 'Varus', 'Yasuo')",1,0,1,1.0
"('Camille', 'Jayce', 'Jinx', 'Karthus', 'Sett')",1,0,1,1.0
"('Aatrox', 'Aurelion Sol', 'Gragas', ""Kai'Sa"", 'Skarner')",1,0,1,1.0
"(""Bel'Veth"", 'Fiddlesticks', 'Gnar', ""Kai'Sa"", 'Swain')",1,0,1,1.0
"('Bard', 'Caitlyn', 'Hecarim', 'Taliyah', 'Vladimir')",1,0,1,1.0
"('Bard', 'Jinx', 'Nunu & Willump', 'Renekton', 'Tristana')",1,0,1,1.0
"('Bard', 'Gnar', 'Jhin', 'Malzahar', 'Nunu & Willump')",1,0,1,1.0
"('Bard', 'Hwei', 'Lee Sin', 'Skarner', 'Varus')",1,0,1,1.0
"('Darius', 'Draven', 'Fiddlesticks', 'Nidalee', 'Tristana')",1,0,1,1.0
"('Ashe', 'Nautilus', 'Taliyah', 'Yasuo', 'Zed')",1,0,1,1.0
"('Caitlyn', 'Diana', 'Lee Sin', 'Rakan', 'Zac')",1,0,1,1.0
"('Ashe', 'Hwei', 'Jax', 'Nocturne', 'Zyra')",1,0,1,1.0
"('Jinx', ""K'Sante"", 'Nidalee', 'Qiyana', 'Rakan')",1,0,1,1.0
"('Akali', 'Caitlyn', ""K'Sante"", 'Kindred', 'Nautilus')",1,0,1,1.0
"('Corki', 'Hecarim', 'Nautilus', 'Renekton', 'Sylas')",1,0,1,1.0
"('Jinx', ""K'Sante"", 'Rakan', 'Sylas', 'Viego')",1,0,1,1.0
"('Brand', 'Braum', 'Jayce', 'Jinx', 'Twisted Fate')",1,0,1,1.0
"('Akshan', ""Kai'Sa"", 'Pantheon', 'Rumble', 'Viego')",1,0,1,1.0
"(""Kai'Sa"", 'Katarina', 'Olaf', ""Rek'Sai"", 'Rell')",1,0,1,1.0
"('Aatrox', 'Ezreal', 'Karthus', 'Nautilus', 'Twisted Fate')",1,0,1,1.0
"('Ahri', 'Jhin', 'Kindred', 'Pantheon', 'Rakan')",1,0,1,1.0
"('Jinx', 'LeBlanc', 'Lee Sin', 'Senna', 'Udyr')",1,0,1,1.0
"('Gragas', 'Jayce', 'Nunu & Willump', 'Senna', 'Seraphine')",1,0,1,1.0
"('Aphelios', 'Corki', 'Leona', 'Taliyah', 'Viego')",1,0,1,1.0
"('Camille', 'Jinx', 'Kennen', 'Lee Sin', 'Nautilus')",1,0,1,1.0
"('Akshan', 'Ashe', 'Camille', 'Rell', 'Zyra')",1,0,1,1.0
"('Aatrox', 'Akshan', 'Galio', 'Ivern', 'Varus')",1,0,1,1.0
"('Ezreal', ""K'Sante"", 'Nidalee', 'Rakan', 'Twisted Fate')",1,0,1,1.0
"(""Kai'Sa"", 'Katarina', 'Nautilus', 'Riven', 'Viego')",1,0,1,1.0
"('Fiddlesticks', 'Gangplank', 'Jhin', 'Maokai', 'Tristana')",1,0,1,1.0
"('Irelia', 'Karthus', 'Kennen', 'Senna', 'Zeri')",1,0,1,1.0
"('Irelia', 'Jinx', 'Pyke', 'Rumble', 'Tryndamere')",1,0,1,1.0
"('Akali', 'Lee Sin', 'Pyke', 'Tristana', 'Tryndamere')",1,0,1,1.0
"(""Bel'Veth"", 'Draven', 'Thresh', 'Tristana', 'Tryndamere')",1,0,1,1.0
"('Ahri', 'Amumu', 'Ashe', 'Braum', 'Tryndamere')",1,0,1,1.0
"(""Kog'Maw"", 'Lillia', 'Renata Glasc', 'Twisted Fate', 'Yone')",1,0,1,1.0
"('Jax', 'Jhin', 'Rakan', 'Taliyah', 'Tristana')",1,0,1,1.0
"('Gragas', 'Hwei', ""Kha'Zix"", 'Renata Glasc', 'Zeri')",1,0,1,1.0
"('Ashe', 'Milio', 'Skarner', 'Taliyah', 'Tristana')",1,0,1,1.0
"('Ashe', 'Kindred', 'LeBlanc', 'Renekton', 'Seraphine')",1,0,1,1.0
"('Ashe', 'Ekko', 'Tryndamere', 'Varus', 'Viego')",1,0,1,1.0
"(""Bel'Veth"", 'Diana', 'Ezreal', 'Karma', 'Riven')",1,0,1,1.0
"('Ezreal', 'Hwei', 'Irelia', 'Karma', 'Viego')",1,0,1,1.0
"('Ashe', 'Fiddlesticks', 'Seraphine', 'Tristana', 'Viego')",1,0,1,1.0
"('Ashe', 'Kalista', 'LeBlanc', 'Olaf', 'Xin Zhao')",1,0,1,1.0
"('Karthus', 'Maokai', 'Shen', 'Twisted Fate', 'Varus')",1,0,1,1.0
"('Braum', 'Kennen', 'Lucian', 'Nidalee', 'Yasuo')",1,0,1,1.0
"('Jinx', ""Kha'Zix"", 'Riven', 'Thresh', 'Zac')",1,0,1,1.0
"('Ezreal', 'Graves', 'Hwei', 'Karma', 'Kennen')",1,0,1,1.0
"('Ahri', ""K'Sante"", 'Kindred', 'Morgana', 'Varus')",1,0,1,1.0
"('Ezreal', 'Nami', 'Nidalee', 'Renekton', 'Talon')",1,0,1,1.0
"(""Bel'Veth"", 'Diana', 'Jayce', 'Kalista', 'Neeko')",1,0,1,1.0
"('Alistar', 'Hecarim', 'Malphite', 'Taliyah', 'Tristana')",1,0,1,1.0
"('Ahri', 'Camille', 'Ezreal', 'Karma', 'Taliyah')",1,0,1,1.0
"('Irelia', 'Jinx', 'Lillia', 'Milio', 'Ornn')",1,0,1,1.0
"('Brand', ""Kai'Sa"", 'Ornn', ""Rek'Sai"", 'Renata Glasc')",1,0,1,1.0
"('Corki', 'Kennen', 'Orianna', 'Renata Glasc', 'Sylas')",1,0,1,1.0
"('Rakan', 'Sylas', 'Varus', 'Viego', 'Zoe')",1,0,1,1.0
"(""Bel'Veth"", 'Jinx', 'Lulu', 'Skarner', 'Twisted Fate')",1,0,1,1.0
"('Aurelion Sol', ""Bel'Veth"", 'Jhin', 'Karma', 'Smolder')",1,0,1,1.0
"('Bard', ""Bel'Veth"", 'LeBlanc', 'Renekton', 'Zeri')",1,0,1,1.0
"(""Bel'Veth"", 'Nautilus', 'Ryze', 'Varus', 'Yasuo')",1,0,1,1.0
"(""Bel'Veth"", ""K'Sante"", 'LeBlanc', 'Lulu', 'Zeri')",1,0,1,1.0
"('Aatrox', ""Bel'Veth"", 'Orianna', 'Rakan', 'Twitch')",1,0,1,1.0
"('Braum', 'Graves', ""Kai'Sa"", 'Riven', 'Syndra')",1,0,1,1.0
"(""Bel'Veth"", 'Braum', 'Camille', 'Galio', 'Jinx')",1,0,1,1.0
"('Renata Glasc', 'Smolder', 'Viego', 'Vladimir', 'Zac')",1,0,1,1.0
"('Kalista', 'Karthus', 'Renata Glasc', 'Riven', 'Zoe')",1,0,1,1.0
"('Corki', 'Graves', 'Renata Glasc', 'Shen', 'Taliyah')",1,0,1,1.0
"('Brand', 'Draven', 'Malzahar', 'Rakan', 'Renekton')",1,0,1,1.0
"('Kalista', 'LeBlanc', 'Nunu & Willump', 'Renata Glasc', 'Skarner')",1,0,1,1.0
"('Graves', 'Olaf', 'Renata Glasc', 'Twisted Fate', 'Varus')",1,0,1,1.0
"('Akali', 'Ashe', 'Darius', 'Renata Glasc', 'Viego')",1,0,1,1.0
"('Ahri', 'Braum', 'Graves', ""Kai'Sa"", 'Kayle')",1,0,1,1.0
"('Akali', 'Poppy', 'Rakan', 'Varus', 'Xin Zhao')",1,0,1,1.0
"('Ashe', 'Kennen', 'Nidalee', 'Rakan', 'Tristana')",1,0,1,1.0
"('Alistar', 'Kennen', 'Lee Sin', 'Rumble', 'Zeri')",1,0,1,1.0
"('Alistar', 'Gwen', 'LeBlanc', 'Shaco', 'Varus')",1,0,1,1.0
"('Ashe', 'Kennen', 'Lissandra', 'Pyke', 'Viego')",1,0,1,1.0
"('Hwei', 'Karma', 'Karthus', 'Rammus', 'Varus')",1,0,1,1.0
"('Ashe', 'Jax', 'Katarina', 'Seraphine', 'Taliyah')",1,0,1,1.0
"('Akshan', 'Braum', 'Camille', 'Lucian', 'Taliyah')",1,0,1,1.0
"('Brand', 'Draven', 'Leona', 'Rumble', 'Tristana')",1,0,1,1.0
"('Aurelion Sol', ""K'Sante"", 'Nautilus', 'Taliyah', 'Zeri')",1,0,1,1.0
"('Nautilus', 'Taliyah', 'Warwick', 'Yone', 'Zeri')",1,0,1,1.0
"('Ashe', 'Malphite', 'Nautilus', 'Taliyah', 'Twisted Fate')",1,0,1,1.0
"('Kled', 'Rumble', 'Taliyah', 'Talon', 'Zeri')",1,0,1,1.0
"(""Bel'Veth"", 'Hwei', 'Taliyah', 'Thresh', 'Zeri')",1,0,1,1.0
"('Ashe', 'Heimerdinger', 'Kayn', 'Shen', 'Singed')",1,0,1,1.0
"('Akshan', 'Bard', 'Lillia', 'Malphite', 'Varus')",1,0,1,1.0
"('Alistar', 'Renekton', 'Singed', 'Taliyah', 'Twisted Fate')",1,0,1,1.0
"('Ashe', 'Jarvan IV', 'Nidalee', 'Viego', 'Yone')",1,0,1,1.0
"('Jhin', 'Katarina', 'Lee Sin', 'Rumble', 'Twisted Fate')",1,0,1,1.0
"('Hecarim', 'Katarina', 'Nasus', 'Rell', 'Twisted Fate')",1,0,1,1.0
"('Akali', 'Rell', 'Samira', 'Taliyah', 'Tryndamere')",1,0,1,1.0
"('Alistar', 'Garen', 'Kalista', 'Shyvana', 'Tryndamere')",1,0,1,1.0
"('Caitlyn', 'Lillia', 'Pyke', 'Tristana', 'Tryndamere')",1,0,1,1.0
"('Aphelios', 'Darius', 'Sylas', 'Thresh', 'Tryndamere')",1,0,1,1.0
"('Ashe', 'Irelia', 'Rumble', 'Varus', 'Viego')",1,0,1,1.0
"('Cassiopeia', ""Kai'Sa"", 'Nidalee', 'Pantheon', 'Seraphine')",1,0,1,1.0
"('Jayce', 'Leona', 'Nidalee', 'Tristana', 'Zeri')",1,0,1,1.0
"('Jhin', 'Kindred', 'Neeko', 'Quinn', 'Taliyah')",1,0,1,1.0
"('Elise', 'Kalista', 'Rumble', 'Tristana', 'Twisted Fate')",1,0,1,1.0
"('Aatrox', 'Lillia', 'Rell', 'Varus', 'Zed')",1,0,1,1.0
"('Camille', 'Corki', 'Irelia', 'Jayce', 'Nidalee')",1,0,1,1.0
"('Jayce', 'LeBlanc', 'Rell', 'Varus', 'Viego')",1,0,1,1.0
"('Lucian', 'Nautilus', 'Twisted Fate', 'Viego', 'Zac')",1,0,1,1.0
"('Olaf', 'Poppy', 'Rengar', 'Taliyah', 'Varus')",1,0,1,1.0
"('Ahri', 'Ashe', 'Seraphine', 'Varus', 'Viego')",1,0,1,1.0
"(""Kai'Sa"", 'Mordekaiser', ""Rek'Sai"", 'Skarner', 'Syndra')",1,0,1,1.0
"('Corki', ""K'Sante"", 'Poppy', 'Taliyah', 'Viego')",1,0,1,1.0
"('Heimerdinger', 'Jinx', 'Nautilus', 'Nidalee', 'Renekton')",1,0,1,1.0
"('Corki', ""K'Sante"", 'Katarina', 'Kayn', 'Nautilus')",1,0,1,1.0
"('Darius', 'Jinx', 'Nidalee', 'Thresh', 'Yone')",1,0,1,1.0
"('Jax', 'Lillia', 'Lucian', 'Nami', 'Zed')",1,0,1,1.0
"('Camille', 'Evelynn', 'Jinx', 'Rakan', 'Zoe')",1,0,1,1.0
"('Brand', 'Darius', 'Orianna', 'Sivir', 'Viego')",1,0,1,1.0
"('Braum', 'Corki', 'Nidalee', 'Tryndamere', 'Zed')",1,0,1,1.0
"('Jayce', 'LeBlanc', 'Maokai', 'Nidalee', 'Tristana')",1,0,1,1.0
"('Ashe', 'Caitlyn', 'Fiora', 'Nidalee', 'Yone')",1,0,1,1.0
"('Caitlyn', 'Camille', 'Ivern', 'Karma', 'Vex')",1,0,1,1.0
"('Ashe', 'Camille', 'Lulu', 'Xin Zhao', 'Zoe')",1,0,1,1.0
"(""Kai'Sa"", 'Nautilus', 'Rumble', 'Vi', 'Yone')",1,0,1,1.0
"('Galio', 'Jax', ""Kai'Sa"", 'Lee Sin', 'Rell')",1,0,1,1.0
"('Diana', 'Jax', 'Jayce', ""Kai'Sa"", 'Nautilus')",1,0,1,1.0
"(""K'Sante"", ""Kai'Sa"", 'Nidalee', 'Poppy', 'Twisted Fate')",2,0,2,1.0
"('Camille', 'Fiddlesticks', ""Kai'Sa"", 'Lee Sin', 'Rakan')",1,0,1,1.0
"('Kalista', 'Nautilus', 'Nidalee', 'Taric', 'Viego')",2,0,2,1.0
"('Nidalee', 'Skarner', 'Tristana', 'Tryndamere', 'Varus')",1,0,1,1.0
"('Draven', 'LeBlanc', 'Mordekaiser', 'Rengar', 'Skarner')",1,0,1,1.0
"('Ashe', 'Gnar', 'Katarina', 'Skarner', 'Viego')",1,0,1,1.0
"(""K'Sante"", 'Nidalee', 'Samira', 'Skarner', 'Tristana')",1,0,1,1.0
"('Ezreal', 'Illaoi', 'LeBlanc', 'Rengar', 'Skarner')",1,0,1,1.0
"('Gnar', 'Jhin', 'Lee Sin', 'Skarner', 'Zoe')",1,0,1,1.0
"('Jayce', 'Renekton', 'Skarner', 'Taliyah', 'Tristana')",1,0,1,1.0
"('Elise', 'Gnar', ""Kai'Sa"", 'Skarner', 'Twisted Fate')",3,0,3,1.0
"('Camille', 'Ekko', 'Lucian', 'Skarner', 'Varus')",2,0,2,1.0
"('Ashe', 'Kindred', 'Mordekaiser', 'Pyke', 'Taliyah')",1,0,1,1.0
"('Anivia', 'Camille', 'Kalista', 'Nautilus', 'Taliyah')",1,0,1,1.0
"('Gnar', 'LeBlanc', 'Nautilus', 'Taliyah', 'Zeri')",1,0,1,1.0
"('Camille', ""Kai'Sa"", 'Karthus', 'Qiyana', 'Skarner')",1,0,1,1.0
"('Camille', 'Hecarim', 'Pyke', 'Samira', 'Zoe')",1,0,1,1.0
"('Jayce', 'Karthus', 'Skarner', 'Varus', 'Yasuo')",1,0,1,1.0
"('Galio', ""K'Sante"", 'Renata Glasc', 'Varus', 'Viego')",1,0,1,1.0
"('Ezreal', 'Jayce', 'Rumble', 'Tristana', 'Viego')",1,0,1,1.0
"('Draven', 'Nidalee', 'Pyke', 'Skarner', 'Xerath')",1,0,1,1.0
"('Nidalee', 'Seraphine', 'Tristana', 'Varus', 'Volibear')",1,0,1,1.0
"('Janna', 'Kayn', 'Syndra', 'Zac', 'Zeri')",1,0,1,1.0
"('Gragas', 'Nidalee', 'Senna', 'Tryndamere', 'Varus')",1,0,1,1.0
"('Caitlyn', 'Hwei', 'Kindred', 'Leona', 'Skarner')",1,0,1,1.0
"('Corki', 'Ornn', 'Rell', 'Taliyah', 'Yone')",1,0,1,1.0
"('Camille', 'Hwei', 'Jhin', 'Poppy', 'Taliyah')",2,0,2,1.0
"('Jax', ""Kai'Sa"", 'Lee Sin', 'Skarner', 'Viktor')",1,0,1,1.0
"('Draven', 'Hwei', 'Pyke', 'Sylas', 'Xin Zhao')",1,0,1,1.0
"('Ashe', 'Neeko', 'Rumble', 'Skarner', 'Viego')",1,0,1,1.0
"('Jinx', 'Nautilus', 'Rumble', 'Viego', 'Zoe')",1,0,1,1.0
"('Ashe', 'Gnar', 'Taliyah', 'Varus', 'Viego')",1,0,1,1.0
"('Galio', ""Kai'Sa"", 'Skarner', 'Taric', 'Viego')",1,0,1,1.0
"('Jayce', ""Kai'Sa"", 'Nidalee', 'Rell', 'Twisted Fate')",1,0,1,1.0
"('Annie', 'Caitlyn', 'Jayce', 'Nidalee', 'Seraphine')",1,0,1,1.0
"('Aphelios', 'Heimerdinger', 'Nidalee', 'Talon', 'Thresh')",1,0,1,1.0
"('Leona', 'Nidalee', 'Pantheon', 'Syndra', 'Xayah')",1,0,1,1.0
"('Akali', 'Ezreal', 'Lee Sin', 'Nautilus', 'Tahm Kench')",1,0,1,1.0
"('Orianna', 'Skarner', 'Soraka', 'Varus', 'Viego')",1,0,1,1.0
"('Corki', 'Seraphine', 'Sylas', 'Twitch', 'Viego')",1,0,1,1.0
"('Brand', ""Kai'Sa"", 'Skarner', 'Viego', 'Yone')",1,0,1,1.0
"('Akali', 'Blitzcrank', ""Kai'Sa"", 'Nidalee', 'Tristana')",1,0,1,1.0
"('Akshan', 'Corki', 'Jayce', 'Nautilus', 'Nidalee')",2,0,2,1.0
"('Alistar', 'Graves', 'Jinx', 'Nocturne', 'Orianna')",1,0,1,1.0
"('Ashe', 'Galio', 'Seraphine', 'Skarner', 'Viego')",1,0,1,1.0
"('Aphelios', 'Darius', 'Lee Sin', 'Thresh', 'Zoe')",1,0,1,1.0
"('Aurelion Sol', 'Draven', 'Ivern', 'Nautilus', 'Tryndamere')",1,0,1,1.0
"('Bard', 'Ekko', ""Kai'Sa"", 'Ryze', 'Tristana')",1,0,1,1.0
"(""Kai'Sa"", 'Nidalee', 'Rell', 'Twisted Fate', 'Yone')",1,0,1,1.0
"('Aurelion Sol', 'Bard', 'Gragas', 'Graves', 'Sivir')",1,0,1,1.0
"(""Kai'Sa"", 'Poppy', 'Qiyana', 'Renekton', 'Taliyah')",1,0,1,1.0
"('Fiddlesticks', ""Kai'Sa"", 'Nautilus', 'Skarner', 'Yone')",1,0,1,1.0
"('Ashe', 'Aurelion Sol', 'Lee Sin', 'Malphite', 'Nautilus')",1,0,1,1.0
"('Graves', ""Kai'Sa"", 'LeBlanc', 'Thresh', 'Yone')",1,0,1,1.0
"('Ashe', 'Dr. Mundo', 'Jarvan IV', 'Varus', 'Zoe')",1,0,1,1.0
"('Alistar', 'Camille', 'Elise', 'Tristana', 'Varus')",1,0,1,1.0
"('Akshan', 'Fiddlesticks', ""Kai'Sa"", 'Nautilus', 'Quinn')",1,0,1,1.0
"('Jinx', ""Kha'Zix"", 'LeBlanc', 'Smolder', 'Thresh')",2,0,2,1.0
"('Corki', 'Draven', 'Gragas', 'Taliyah', 'Thresh')",2,0,2,1.0
"('Renekton', 'Taliyah', 'Thresh', 'Twisted Fate', 'Yone')",1,0,1,1.0
"(""Bel'Veth"", 'Rumble', 'Taliyah', 'Thresh', 'Varus')",1,0,1,1.0
"('Galio', 'Jinx', 'Kindred', 'Skarner', 'Thresh')",2,0,2,1.0
"('Ashe', 'Jarvan IV', 'Jinx', 'Rumble', 'Tristana')",1,0,1,1.0
"('Aurelion Sol', ""Kai'Sa"", 'Olaf', ""Rek'Sai"", 'Thresh')",1,0,1,1.0
"('Cassiopeia', 'Jhin', 'Nunu & Willump', 'Poppy', 'Rell')",1,0,1,1.0
"('Ashe', 'Camille', 'Graves', 'Hwei', 'Seraphine')",1,0,1,1.0
"('Ashe', 'Gwen', 'Pantheon', 'Poppy', 'Tristana')",1,0,1,1.0
"('Corki', 'Galio', 'Kayn', 'Nocturne', 'Renata Glasc')",1,0,1,1.0
"('Bard', 'Jayce', ""Kai'Sa"", 'Taliyah', 'Yone')",1,0,1,1.0
"(""Bel'Veth"", 'Hwei', 'Jhin', 'Leona', 'Mordekaiser')",1,0,1,1.0
"('Corki', 'Hwei', 'Jax', 'Lulu', 'Skarner')",1,0,1,1.0
"('Braum', 'Jinx', 'Lee Sin', 'Shen', 'Taliyah')",1,0,1,1.0
"('Graves', 'Hwei', 'Poppy', 'Sivir', 'Udyr')",1,0,1,1.0
"('Gangplank', ""Kai'Sa"", 'Lillia', 'Poppy', 'Viego')",1,0,1,1.0
"('Ashe', 'Hwei', 'Poppy', ""Rek'Sai"", 'Rumble')",1,0,1,1.0
"('Leona', 'Sejuani', 'Varus', 'Warwick', 'Yone')",1,0,1,1.0
"('Kennen', 'Nidalee', 'Thresh', 'Tristana', 'Zeri')",1,0,1,1.0
"('Akshan', 'Jinx', ""Rek'Sai"", 'Rell', 'Rumble')",1,0,1,1.0
"(""Kai'Sa"", 'Katarina', 'Lee Sin', 'Poppy', 'Shen')",1,0,1,1.0
"('Anivia', 'Ashe', 'Heimerdinger', ""K'Sante"", 'Lee Sin')",1,0,1,1.0
"('Akshan', 'Braum', 'Hwei', 'Irelia', ""Rek'Sai"")",1,0,1,1.0
"('Hwei', 'Ivern', ""Kai'Sa"", 'Poppy', 'Skarner')",1,0,1,1.0
"('Akshan', 'Hecarim', ""Kai'Sa"", 'Kennen', 'Maokai')",1,0,1,1.0
"('Ahri', 'Corki', 'Jayce', 'Lee Sin', 'Thresh')",1,0,1,1.0
"('Ashe', 'Renekton', 'Syndra', 'Taliyah', 'Thresh')",1,0,1,1.0
"('Camille', 'Elise', ""Kai'Sa"", 'Maokai', 'Tristana')",1,0,1,1.0
"(""Kai'Sa"", 'Nautilus', 'Pantheon', 'Skarner', 'Taliyah')",1,0,1,1.0
"('Elise', 'Kalista', 'Renata Glasc', 'Skarner', 'Syndra')",1,0,1,1.0
"('Galio', 'Jayce', 'Jhin', 'Pyke', ""Rek'Sai"")",1,0,1,1.0
"('Bard', 'Caitlyn', 'Jax', 'Lee Sin', 'Twisted Fate')",1,0,1,1.0
